Country Name;Country Code;Region;IncomeGroup;Year;Life Expectancy World Bank;Prevelance of Undernourishment;CO2;Health Expenditure %;Education Expenditure %;Unemployment;Corruption;Sanitation
Georgia;GEO;Europe & Central Asia;Upper middle income;2008;70,95;3,6;4840;8,44;2,92;17,87;3;42,29
Honduras;HND;Latin America & Caribbean;Lower middle income;2010;73,32;15,8;8180;8,73;6,8;4,12;3;45,72
South Sudan;SSD;Sub-Saharan Africa;Low income;2014;56,55;4,8;1530;5,2;1,23;12,19;2;28,49
Georgia;GEO;Europe & Central Asia;Upper middle income;2010;71,46;6,7;5320;9,07;2,8;20,2;3,5;40,86
Croatia;HRV;Europe & Central Asia;High income;2002;74,72;4,6;20280;6,21;3,78;15,05;3;77,99
Georgia;GEO;Europe & Central Asia;Upper middle income;2007;70,77;4;5630;7,44;2,7;13,28;3;43,01
Finland;FIN;Europe & Central Asia;High income;2004;78,71;2,5;67680;8,06;6,16;10,36;3;81,02
Burundi;BDI;Sub-Saharan Africa;Low income;2010;57,23;4,8;300;11,28;6,78;1,61;2;28,49
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2001;69,69;20,4;18980;4,88;1,97;7,26;3;28,49
South Sudan;SSD;Sub-Saharan Africa;Low income;2013;56,2;4,8;1450;5,2;1,02;12,13;2;28,49
Sierra Leone;SLE;Sub-Saharan Africa;Low income;2017;53,9;27,2;940;9,4;4,66;4,66;3;13,25
Georgia;GEO;Europe & Central Asia;Upper middle income;2009;71,18;5;5620;9,57;3,22;20,71;3;41,58
Benin;BEN;Sub-Saharan Africa;Lower middle income;2006;57,82;11;3470;2,97;2,56;0,86;3,5;28,49
Croatia;HRV;Europe & Central Asia;High income;2008;75,91;2,5;21730;7,73;4,25;8,53;3;78,34
Finland;FIN;Europe & Central Asia;High income;2005;78,82;2,5;55460;8,29;6,03;8,38;3;81,27
Jordan;JOR;Middle East & North Africa;Upper middle income;2016;74,18;7,1;24820;7,16;3,45;15,28;3;81,48
Finland;FIN;Europe & Central Asia;High income;2006;79,21;2,5;67020;8,28;5,93;7,72;3;81,53
Croatia;HRV;Europe & Central Asia;High income;2003;74,61;3,7;21610;6,36;3,83;13,92;3;78,04
Papua New Guinea;PNG;East Asia & Pacific;Lower middle income;2006;60,84;27,3;4780;2,43;3,78;2,36;3;28,49
Israel;ISR;Middle East & North Africa;High income;2011;81,66;2,5;69820;6,99;5,55;7,14;3;88,15
Finland;FIN;Europe & Central Asia;High income;2007;79,26;2,5;65100;8,08;5,67;6,85;3;81,79
Tajikistan;TJK;Europe & Central Asia;Lower middle income;2010;68,74;4,8;2450;5,74;4,01;10,89;2;28,49
Finland;FIN;Europe & Central Asia;High income;2008;79,57;2,5;56660;8,34;5,83;6,37;3;82,04
Israel;ISR;Middle East & North Africa;High income;2012;81,7;2,5;76060;7,12;5,67;6,86;3;88,91
Georgia;GEO;Europe & Central Asia;Upper middle income;2006;70,64;4;4700;7,63;3;13,57;3,5;43,72
Rwanda;RWA;Sub-Saharan Africa;Low income;2001;49,94;38,5;560;3,89;4,83;0,84;3;28,49
Sierra Leone;SLE;Sub-Saharan Africa;Low income;2018;54,31;27,7;860;8,29;6,99;4,66;3;13,51
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2002;69,96;22,6;20880;4,99;1,91;6,78;3;28,49
Finland;FIN;Europe & Central Asia;High income;2009;79,72;2,5;54180;9,16;6,46;8,25;3;82,3
United Arab Emirates;ARE;Middle East & North Africa;High income;2015;77,29;6,5;195240,01;3,58;3,78;1,77;3;91,83
Benin;BEN;Sub-Saharan Africa;Lower middle income;2007;58,26;10,1;4000;2,89;2,36;0,89;3,5;28,49
Burundi;BDI;Sub-Saharan Africa;Low income;2011;57,93;4,8;360;10,07;6,32;1,6;2;28,49
Rwanda;RWA;Sub-Saharan Africa;Low income;2002;50,99;35,2;560;3,67;3,78;0,89;3;28,49
Finland;FIN;Europe & Central Asia;High income;2010;79,87;2,5;62530;9,14;6,5;8,39;3;82,56
Finland;FIN;Europe & Central Asia;High income;2011;80,47;2,5;55120;9,22;6,45;7,78;3;82,82
Israel;ISR;Middle East & North Africa;High income;2013;82,06;2,5;67000;7,08;5,85;6,21;3;89,67
Finland;FIN;Europe & Central Asia;High income;2012;80,63;2,5;49410;9,59;7,15;7,69;3;83,07
Honduras;HND;Latin America & Caribbean;Lower middle income;2011;73,57;13,4;8810;8,79;6,1;4,47;3;46,16
Sierra Leone;SLE;Sub-Saharan Africa;Low income;2019;54,7;27,9;900;8,75;7,45;4,65;3;13,78
Finland;FIN;Europe & Central Asia;High income;2013;80,98;2,5;50190;9,81;7,12;8,19;3;83,33
Rwanda;RWA;Sub-Saharan Africa;Low income;2003;52,18;34,6;550;8,02;3,78;0,94;3;28,49
Papua New Guinea;PNG;East Asia & Pacific;Lower middle income;2007;61,14;26,6;5050;2,42;3,78;2,24;3;28,49
Finland;FIN;Europe & Central Asia;High income;2014;81,18;2,5;46160;9,78;7,1;8,66;3;83,59
Finland;FIN;Europe & Central Asia;High income;2015;81,48;2,5;42820;9,65;7,03;9,38;3;83,84
Georgia;GEO;Europe & Central Asia;Upper middle income;2005;70,54;4,1;4240;8,08;2,48;13,81;3,5;44,43
Israel;ISR;Middle East & North Africa;High income;2014;82,15;2,5;64720;7,14;5,77;5,89;3;90,42
Tajikistan;TJK;Europe & Central Asia;Lower middle income;2011;69,06;4,8;2560;5,86;3,94;10,24;2,5;28,49
Finland;FIN;Europe & Central Asia;High income;2016;81,43;2,5;45700;9,38;6,85;8,82;3;84,1
Benin;BEN;Sub-Saharan Africa;Lower middle income;2008;58,65;9;4020;2,7;2,78;0,94;3,5;28,49
Georgia;GEO;Europe & Central Asia;Upper middle income;2001;70,07;7,7;3520;7,17;2,14;11,16;3;47,29
Burundi;BDI;Sub-Saharan Africa;Low income;2012;58,57;4,8;370;8,53;6,17;1,59;2;28,49
Finland;FIN;Europe & Central Asia;High income;2017;81,63;2,5;43020;9,13;6,36;8,64;3;84,1
Denmark;DNK;Europe & Central Asia;High income;2014;80,7;2,5;35820;10,17;7,63;6,93;3;89,98
Denmark;DNK;Europe & Central Asia;High income;2013;80,3;2,5;39960;10,17;8,49;7,38;3;89,53
Denmark;DNK;Europe & Central Asia;High income;2015;80,7;2,5;33700;10,23;3,78;6,28;3;90,44
Jordan;JOR;Middle East & North Africa;Upper middle income;2017;74,29;8,8;26150;7,98;3,23;18,14;3;81,69
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2003;70,23;23,6;18730;4,39;1,84;6,94;3;28,49
Denmark;DNK;Europe & Central Asia;High income;2012;80,05;2,5;38220;10,24;7,24;7,8;3;89,07
United Arab Emirates;ARE;Middle East & North Africa;High income;2016;77,47;6,3;201080;3,47;3,78;1,64;3;93,85
Rwanda;RWA;Sub-Saharan Africa;Low income;2004;53,6;35,9;560;8,54;3,78;0,95;3;28,49
Georgia;GEO;Europe & Central Asia;Upper middle income;2004;70,45;4,1;3370;8,09;2,91;12,62;3;45,14
Papua New Guinea;PNG;East Asia & Pacific;Lower middle income;2008;61,44;27;4760;2,14;3,78;2,31;3;28,49
Finland;FIN;Europe & Central Asia;High income;2018;81,73;2,5;44580;9,04;6,28;7,36;3;84,1
Denmark;DNK;Europe & Central Asia;High income;2011;79,8;2,5;43100;10,15;8,48;7,77;3;88,61
Israel;ISR;Middle East & North Africa;High income;2015;82,05;2,5;66140;7,1;5,86;5,25;3;91,18
Georgia;GEO;Europe & Central Asia;Upper middle income;2003;70,35;4,8;3160;8,03;2,07;11,51;3;45,84
Rwanda;RWA;Sub-Saharan Africa;Low income;2005;55,25;35,3;550;8,78;3,78;0,96;3;28,49
Rwanda;RWA;Sub-Saharan Africa;Low income;2006;57,08;33,7;550;7,58;3,78;0,99;3;28,49
Rwanda;RWA;Sub-Saharan Africa;Low income;2009;62,13;29,9;590;7,78;3,78;1,06;3,5;28,49
Denmark;DNK;Europe & Central Asia;High income;2016;80,85;2,5;35320;10,14;3,78;5,99;3;90,9
Georgia;GEO;Europe & Central Asia;Upper middle income;2002;70,22;5,9;2960;7,81;2,24;12,59;3;46,59
Honduras;HND;Latin America & Caribbean;Lower middle income;2012;73,81;13,4;9240;8,66;3,78;3,75;3;46,58
Tajikistan;TJK;Europe & Central Asia;Lower middle income;2012;69,34;4,8;3020;5,98;4,02;9,58;2,5;28,49
Finland;FIN;Europe & Central Asia;High income;2019;81,98;2,5;40710;9,15;3,78;6,69;3;84,1
Rwanda;RWA;Sub-Saharan Africa;Low income;2007;58,92;32,3;580;7,83;3,99;1,01;3,5;28,49
Denmark;DNK;Europe & Central Asia;High income;2010;79,1;2,5;48120;10,33;8,56;7,75;3;88,16
Israel;ISR;Middle East & North Africa;High income;2016;82,41;2,5;64980;7,17;5,86;4,8;3;91,94
Burundi;BDI;Sub-Saharan Africa;Low income;2013;59,15;4,8;390;8,54;6;1,58;2;28,49
Rwanda;RWA;Sub-Saharan Africa;Low income;2008;60,61;29,5;560;7,54;3,5;1,02;3,5;28,49
Denmark;DNK;Europe & Central Asia;High income;2009;78,6;2,5;47930;10,67;8,45;6,41;3;87,71
Denmark;DNK;Europe & Central Asia;High income;2017;81,1;2,5;33130;10,04;7,75;5,83;3;91,36
Denmark;DNK;Europe & Central Asia;High income;2008;78,45;2,5;50130;9,51;7,48;3,68;3;87,25
Benin;BEN;Sub-Saharan Africa;Lower middle income;2009;59,01;8,8;4420;2,83;3,09;1;3,5;28,49
Papua New Guinea;PNG;East Asia & Pacific;Lower middle income;2009;61,74;26,6;5030;2,33;3,78;2,12;3;28,49
Denmark;DNK;Europe & Central Asia;High income;2005;77,84;2,5;50200;9,09;8,09;4,83;3;86,8
Denmark;DNK;Europe & Central Asia;High income;2007;78,2;2,5;53410;9,33;7,62;3,8;3;86,8
Denmark;DNK;Europe & Central Asia;High income;2006;78,1;2,5;58130;9,17;7,73;3,9;3;86,8
Rwanda;RWA;Sub-Saharan Africa;Low income;2010;63,43;31,4;600;8,05;4,63;1,08;3,5;28,49
Burundi;BDI;Sub-Saharan Africa;Low income;2014;59,67;4,8;380;7,32;6,78;1,57;2,5;28,49
Tajikistan;TJK;Europe & Central Asia;Lower middle income;2013;69,61;4,8;3200;6,53;3,78;8,91;2,5;28,49
Denmark;DNK;Europe & Central Asia;High income;2018;80,95;2,5;33130;10,07;6,79;5,13;3;91,66
Honduras;HND;Latin America & Caribbean;Lower middle income;2013;74,05;14,2;9370;8,48;5,87;5,65;3;46,98
Chad;TCD;Sub-Saharan Africa;Low income;2001;47,79;38,8;340;5,29;2,43;0,81;3;8,63
Burundi;BDI;Sub-Saharan Africa;Low income;2015;60,12;4,8;400;6,43;6,37;1,6;2;28,49
Denmark;DNK;Europe & Central Asia;High income;2004;77,49;2,5;53730;9,01;8,21;5,2;3;86,8
Israel;ISR;Middle East & North Africa;High income;2017;82,55;2,5;65610;7,29;6,06;4,22;3;92,69
Burundi;BDI;Sub-Saharan Africa;Low income;2016;60,53;4,8;440;7,72;4,69;1,59;2;28,49
United Arab Emirates;ARE;Middle East & North Africa;High income;2017;77,65;6,4;197039,99;4,06;3,78;2,46;3;95,88
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2004;70,5;23;17280;4,29;3,78;6,3;3;28,49
Denmark;DNK;Europe & Central Asia;High income;2019;81,45;2,5;29700;9,96;3,78;5,02;3;91,89
Denmark;DNK;Europe & Central Asia;High income;2003;77,14;2,5;59230;8,9;8,12;5,4;3;86,8
Rwanda;RWA;Sub-Saharan Africa;Low income;2011;64,52;34,3;680;7,9;4,39;1,1;3,5;28,49
Jordan;JOR;Middle East & North Africa;Upper middle income;2018;74,41;11,2;24780;7,78;2,98;18,27;3;81,89
Denmark;DNK;Europe & Central Asia;High income;2002;76,9;2,5;53840;8,7;8,21;4,27;3;86,8
Denmark;DNK;Europe & Central Asia;High income;2001;76,79;2,5;54250;8,45;8,22;4,16;3;86,8
Honduras;HND;Latin America & Caribbean;Lower middle income;2014;74,28;14,6;9460;7,91;7,09;7,08;3;47,37
Chad;TCD;Sub-Saharan Africa;Low income;2002;47,9;37,6;400;7,27;3,78;0,83;3;8,65
Benin;BEN;Sub-Saharan Africa;Lower middle income;2010;59,32;8,2;4830;3;3,68;1,04;3,5;28,49
Israel;ISR;Middle East & North Africa;High income;2018;82,8;2,5;61080;7,53;6,11;4;3;93,45
Papua New Guinea;PNG;East Asia & Pacific;Lower middle income;2010;62,03;26,2;5020;2,11;3,78;2;3;28,49
Tajikistan;TJK;Europe & Central Asia;Lower middle income;2014;69,87;4,8;4580;6,67;3,78;8,23;2,5;28,49
Burundi;BDI;Sub-Saharan Africa;Low income;2017;60,9;4,8;530;7,9;4,76;1,59;1,5;28,49
Rwanda;RWA;Sub-Saharan Africa;Low income;2012;65,44;34,5;750;8,07;4,42;1,12;3,5;28,49
Rwanda;RWA;Sub-Saharan Africa;Low income;2013;66,22;34,8;810;6,75;4,74;1,15;3,5;28,49
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2005;70,77;19,2;18690;4,35;3,78;6,59;3;28,49
Honduras;HND;Latin America & Caribbean;Lower middle income;2015;74,5;14,5;9930;7,48;6,41;6,15;3;47,74
United Arab Emirates;ARE;Middle East & North Africa;High income;2018;77,81;6,2;177120;4,15;3,78;2,35;3;97,9
Israel;ISR;Middle East & North Africa;High income;2019;82,8;2,5;62650;7,46;3,78;3,8;3;94,21
Chad;TCD;Sub-Saharan Africa;Low income;2003;48,06;38;450;5,51;3,78;0,84;3;8,67
Bolivia;BOL;Latin America & Caribbean;Lower middle income;2001;63,05;27,9;8050;4,83;3,78;2,48;3;28,91
Benin;BEN;Sub-Saharan Africa;Lower middle income;2011;59,59;7,9;4650;3,1;4,4;2,65;3,5;28,49
Papua New Guinea;PNG;East Asia & Pacific;Lower middle income;2011;62,32;25;5160;2,29;3,78;2,62;3;28,49
Tajikistan;TJK;Europe & Central Asia;Lower middle income;2015;70,14;4,8;4900;6,91;4,97;7,55;2,5;28,49
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2006;71,04;16,4;20370;3,99;3,78;5,65;3;28,49
Honduras;HND;Latin America & Caribbean;Lower middle income;2016;74,7;13,8;9470;7,69;5,16;6,73;3;48,16
Jordan;JOR;Middle East & North Africa;Upper middle income;2019;74,53;14,6;24630;7,58;2,99;16,81;3;82,08
Rwanda;RWA;Sub-Saharan Africa;Low income;2014;66,88;35,1;860;6,96;4,2;1,17;3,5;28,49
Chad;TCD;Sub-Saharan Africa;Low income;2004;48,27;37,1;450;5,5;1,59;0,84;3;8,69
Bolivia;BOL;Latin America & Caribbean;Lower middle income;2002;63,64;26,9;8300;4,9;3,78;2,49;3;29,82
Burundi;BDI;Sub-Saharan Africa;Low income;2018;61,25;4,8;690;8,24;5,08;1,59;1,5;28,49
Guinea;GIN;Sub-Saharan Africa;Low income;2001;51,26;4,8;1570;4,89;2,08;4,55;3;28,49
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2007;71,3;16,2;20630;4,21;2,05;5,16;3;28,49
Chad;TCD;Sub-Saharan Africa;Low income;2005;48,55;37,8;480;4,84;1,69;0,87;2;8,71
Papua New Guinea;PNG;East Asia & Pacific;Lower middle income;2012;62,6;24;4890;2,67;3,78;2,54;3;28,49
Bolivia;BOL;Latin America & Caribbean;Lower middle income;2003;64,21;27,7;9080;5,2;3,78;2,54;3;30,73
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2008;71,56;16;20580;4,73;3,78;4,76;3;28,49
United Arab Emirates;ARE;Middle East & North Africa;High income;2019;77,97;6;188860;4,28;3,87;2,23;3;99,15
Guinea;GIN;Sub-Saharan Africa;Low income;2002;51,48;4,8;1630;5,36;2,59;4,55;3;28,49
Senegal;SEN;Sub-Saharan Africa;Lower middle income;2001;58,18;24,1;4460;3,68;2,47;5,61;3;14,29
Benin;BEN;Sub-Saharan Africa;Lower middle income;2012;59,84;7,6;4440;3,41;3,56;2,47;3,5;28,49
Honduras;HND;Latin America & Caribbean;Lower middle income;2017;74,9;13,2;9260;6,99;4,94;5,53;3;48,56
Senegal;SEN;Sub-Saharan Africa;Lower middle income;2003;59,26;21,4;4490;4,3;2,75;6,69;3;14,99
Zimbabwe;ZWE;Sub-Saharan Africa;Lower middle income;2001;44,01;4,8;13900;5,2;3,78;5,36;3;30,34
Rwanda;RWA;Sub-Saharan Africa;Low income;2015;67,45;35,3;980;6,62;3,65;1,15;3,5;28,49
Tajikistan;TJK;Europe & Central Asia;Lower middle income;2016;70,4;4,8;6090;7;5,76;6,9;2,5;28,49
Burundi;BDI;Sub-Saharan Africa;Low income;2019;61,58;4,8;720;7,99;5,35;1,59;1,5;28,49
Bolivia;BOL;Latin America & Caribbean;Lower middle income;2004;64,77;27,7;9490;4,86;3,78;2,5;3;31,63
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2009;71,81;15,2;19660;5,09;3,78;5,47;3;28,49
Guinea;GIN;Sub-Saharan Africa;Low income;2003;51,9;4,8;1700;4,78;2,37;4,62;3;28,49
Senegal;SEN;Sub-Saharan Africa;Lower middle income;2002;58,68;22,9;4580;3,95;2,59;5,65;3;14,64
Papua New Guinea;PNG;East Asia & Pacific;Lower middle income;2013;62,89;23,3;5240;3;3,78;2,55;3;28,49
Zambia;ZMB;Sub-Saharan Africa;Low income;2001;44,62;4,8;1840;6,55;3,78;13,51;3;28,49
Benin;BEN;Sub-Saharan Africa;Lower middle income;2013;60,09;7,5;4680;2,86;3,33;2,29;3,5;28,49
Honduras;HND;Latin America & Caribbean;Lower middle income;2018;75,09;13,1;10050;7,22;6,06;5,65;3;48,95
Tajikistan;TJK;Europe & Central Asia;Lower middle income;2017;70,65;4,8;7370;7,23;5,84;6,95;2,5;28,49
Chad;TCD;Sub-Saharan Africa;Low income;2006;48,91;38,4;510;4,87;3,78;0,91;2;8,74
Rwanda;RWA;Sub-Saharan Africa;Low income;2016;67,93;34,9;1160;6,93;3,44;1,14;3,5;28,49
Zimbabwe;ZWE;Sub-Saharan Africa;Lower middle income;2002;43,52;4,8;12490;5,2;3,78;5,06;3;30,36
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2010;72,05;13;20680;5,58;3,78;5,21;3;28,49
Bolivia;BOL;Latin America & Caribbean;Lower middle income;2005;65,31;26,8;10050;5,07;3,78;2,54;3;32,53
Tajikistan;TJK;Europe & Central Asia;Lower middle income;2018;70,88;4,8;8680;7,24;5,56;7,01;2;28,49
Zambia;ZMB;Sub-Saharan Africa;Low income;2002;45,4;4,8;1920;6,79;3,78;14,12;3;28,49
Benin;BEN;Sub-Saharan Africa;Lower middle income;2014;60,35;7,4;5190;2,67;3,16;2,13;3,5;28,49
Tajikistan;TJK;Europe & Central Asia;Lower middle income;2019;71,1;4,8;9420;7,11;5,71;7,06;2;28,49
Guinea;GIN;Sub-Saharan Africa;Low income;2004;52,5;4,8;1770;4,78;2,21;4,63;3;28,49
Somalia;SOM;Sub-Saharan Africa;Low income;2001;51,21;70,6;510;5,2;3,78;19,04;3;16,15
Zimbabwe;ZWE;Sub-Saharan Africa;Lower middle income;2003;43,2;4,8;10180;5,2;3,78;4,75;3;30,4
Rwanda;RWA;Sub-Saharan Africa;Low income;2017;68,34;34,7;1190;6,39;3,13;1,14;3,5;28,49
Bolivia;BOL;Latin America & Caribbean;Lower middle income;2006;65,85;24,6;11230;4,66;3,78;2,58;3,5;33,43
Honduras;HND;Latin America & Caribbean;Lower middle income;2019;75,27;13,3;10220;7,28;4,91;5,7;2,5;49,32
Papua New Guinea;PNG;East Asia & Pacific;Lower middle income;2014;63,18;23,1;5890;3,27;3,78;2,38;3;28,49
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2011;72,28;11,1;20910;5,67;3,78;6,09;3;28,49
Senegal;SEN;Sub-Saharan Africa;Lower middle income;2004;59,91;19,6;5390;4,57;3,08;7,79;3;15,33
Switzerland;CHE;Europe & Central Asia;High income;2004;81,09;2,5;45280;10,18;5,29;4,32;3;99,62
Switzerland;CHE;Europe & Central Asia;High income;2001;80,18;2,5;45150;9,44;4,81;2,49;3;99,61
Switzerland;CHE;Europe & Central Asia;High income;2002;80,39;2,5;43570;9,85;5,16;2,92;3;99,62
Switzerland;CHE;Europe & Central Asia;High income;2005;81,24;2,5;45850;10;5,06;4,44;3;99,62
Switzerland;CHE;Europe & Central Asia;High income;2003;80,54;2,5;44840;10,11;5,37;4,12;3;99,62
Switzerland;CHE;Europe & Central Asia;High income;2006;81,49;2,5;45480;9,53;4,82;4;3;99,62
Guinea;GIN;Sub-Saharan Africa;Low income;2005;53,24;4,8;1830;4,04;1,85;4,65;2,5;28,49
Chad;TCD;Sub-Saharan Africa;Low income;2007;49,34;39,2;500;4,34;3,78;0,93;2;8,76
Zambia;ZMB;Sub-Saharan Africa;Low income;2003;46,32;4,8;2080;7,19;3,78;14,69;3;28,49
Tunisia;TUN;Middle East & North Africa;Lower middle income;2001;73,42;4,4;21570;5,1;6,2;14,4;3;55,13
Switzerland;CHE;Europe & Central Asia;High income;2007;81,74;2,5;43540;9,36;4,56;3,65;3;99,62
Zimbabwe;ZWE;Sub-Saharan Africa;Lower middle income;2004;43,07;4,8;9770;5,2;3,78;4,39;3;30,44
Senegal;SEN;Sub-Saharan Africa;Lower middle income;2005;60,62;18,1;5670;3,67;4,06;8,9;3;15,68
Bolivia;BOL;Latin America & Caribbean;Lower middle income;2007;66,4;23,9;12080;4,7;3,78;2,65;3,5;34,72
Guatemala;GTM;Latin America & Caribbean;Upper middle income;2001;68,3;22,2;9810;6,07;3,78;2,78;3;28,49
Senegal;SEN;Sub-Saharan Africa;Lower middle income;2006;61,37;16,5;5570;3,76;3,82;10,03;3;16,02
Switzerland;CHE;Europe & Central Asia;High income;2008;81,99;2,5;44960;9,48;4,73;3,35;3;99,62
Benin;BEN;Sub-Saharan Africa;Lower middle income;2015;60,61;7,3;5510;2,91;3,17;2,01;3,5;28,49
Rwanda;RWA;Sub-Saharan Africa;Low income;2018;68,7;34,7;1290;6,68;3,07;1,11;3,5;28,49
Tunisia;TUN;Middle East & North Africa;Lower middle income;2002;73,64;4,4;21710;5,37;5,79;14,55;3;56,16
Somalia;SOM;Sub-Saharan Africa;Low income;2002;51,49;70,5;570;5,2;3,78;19,02;3;16,66
Guinea;GIN;Sub-Saharan Africa;Low income;2006;54,05;4,8;1900;3,61;3,78;4,7;2,5;28,49
Zimbabwe;ZWE;Sub-Saharan Africa;Lower middle income;2005;43,24;4,8;10510;5,2;3,78;4,54;1,5;30,13
Papua New Guinea;PNG;East Asia & Pacific;Lower middle income;2015;63,47;23;6510;1,82;3,78;2,48;3;28,49
Switzerland;CHE;Europe & Central Asia;High income;2009;82,04;2,5;43670;10,07;4,89;4,12;3;99,62
Chad;TCD;Sub-Saharan Africa;Low income;2008;49,82;40,1;540;4,06;3,78;0,94;2;8,78
Guatemala;GTM;Latin America & Caribbean;Upper middle income;2002;68,72;19,9;10470;6,01;3,78;2,75;3;28,49
Bolivia;BOL;Latin America & Caribbean;Lower middle income;2008;66,94;24,7;13110;4,61;3,78;2,6;3,5;36,03
Tunisia;TUN;Middle East & North Africa;Lower middle income;2003;73,84;4,5;21500;5,46;6,82;14,51;3;57,52
Switzerland;CHE;Europe & Central Asia;High income;2010;82,25;2,5;45210;9,94;4,77;4,8;3;99,62
Senegal;SEN;Sub-Saharan Africa;Lower middle income;2007;62,13;13,6;6200;3,41;3,78;10,08;3;16,36
Dominican Republic;DOM;Latin America & Caribbean;Upper middle income;2012;72,52;9,8;21680;5,89;2,5;6,72;3;28,49
Guinea;GIN;Sub-Saharan Africa;Low income;2007;54,86;4,8;1980;3,43;3,78;4,67;2,5;28,49
Zambia;ZMB;Sub-Saharan Africa;Low income;2004;47,35;4,8;2110;7,05;2,46;15,3;3;28,49
Azerbaijan;AZE;Europe & Central Asia;Upper middle income;2001;67,05;17;26400;2,76;3,5;10,91;3;19,6
Switzerland;CHE;Europe & Central Asia;High income;2011;82,7;2,5;41190;10,02;4,82;4,4;3;99,62
Rwanda;RWA;Sub-Saharan Africa;Low income;2019;69,02;35,2;1330;6,41;3,24;1,1;3,5;28,49
Guinea;GIN;Sub-Saharan Africa;Low income;2008;55,61;4,8;2010;3,26;1,58;4,72;2;28,49
Benin;BEN;Sub-Saharan Africa;Lower middle income;2016;60,89;7,6;6740;2,74;2,9;1,83;3,5;28,49
Tunisia;TUN;Middle East & North Africa;Lower middle income;2004;74,03;4,4;22480;5,45;6,72;14,23;3;58,88
Zimbabwe;ZWE;Sub-Saharan Africa;Lower middle income;2006;43,85;4,8;9830;5,2;3,78;4,68;1;29,83
Senegal;SEN;Sub-Saharan Africa;Lower middle income;2010;64,28;11,3;7030;4,03;5,22;10,26;3;17,68
Papua New Guinea;PNG;East Asia & Pacific;Lower middle income;2016;63,74;23,2;7660;2,33;3,78;2,48;3;28,49
Switzerland;CHE;Europe & Central Asia;High income;2012;82,7;2,5;42520;10,25;4,86;4,48;3;99,62
Bolivia;BOL;Latin America & Caribbean;Lower middle income;2009;67,48;22,9;14000;5,17;3,78;2,97;3,5;37,35
Guinea;GIN;Sub-Saharan Africa;Low income;2009;56,28;4,8;2120;3,58;2,21;4,81;2;28,49
Senegal;SEN;Sub-Saharan Africa;Lower middle income;2008;62,88;11,9;6440;3,51;4,03;10,13;3;16,7
Somalia;SOM;Sub-Saharan Africa;Low income;2003;51,76;70,6;580;5,2;3,78;19,02;3;17,28
Chad;TCD;Sub-Saharan Africa;Low income;2009;50,35;35,7;790;4,44;2,31;0,96;2;8,83
Tunisia;TUN;Middle East & North Africa;Lower middle income;2005;74,22;4,3;22970;5,4;6,45;12,87;3;60,22
Azerbaijan;AZE;Europe & Central Asia;Upper middle income;2002;67,39;13,4;26180;2,73;3,15;10,04;3;20,52
Switzerland;CHE;Europe & Central Asia;High income;2013;82,8;2,5;43530;10,46;4,87;4,75;3;99,63
Guatemala;GTM;Latin America & Caribbean;Upper middle income;2003;69,09;18,9;10540;6,15;3,78;2,81;3;28,49
Zambia;ZMB;Sub-Saharan Africa;Low income;2005;48,5;4,8;2290;6,86;1,74;15,9;3;28,49
Zimbabwe;ZWE;Sub-Saharan Africa;Lower middle income;2007;44,95;4,8;9760;5,2;3,78;4,83;1;29,53
Benin;BEN;Sub-Saharan Africa;Lower middle income;2017;61,17;7,9;6870;2,62;3,54;1,64;3,5;28,49
Ecuador;ECU;Latin America & Caribbean;Upper middle income;2001;73,08;21;24250;3,75;3,78;4,25;3;39,98
Switzerland;CHE;Europe & Central Asia;High income;2014;83,2;2,5;39790;10,62;4,88;4,83;3;99,63
Bolivia;BOL;Latin America & Caribbean;Lower middle income;2010;68,01;20,4;15170;5,2;7,81;2,61;3,5;38,7
Senegal;SEN;Sub-Saharan Africa;Lower middle income;2011;64,9;11,5;7570;4,21;4,9;10,36;3,5;18,32
Benin;BEN;Sub-Saharan Africa;Lower middle income;2018;61,47;8,1;7420;2,5;2,93;1,47;3,5;28,49
Tunisia;TUN;Middle East & North Africa;Lower middle income;2006;74,39;4,3;23900;5,38;6,44;12,51;3;61,58
Guinea;GIN;Sub-Saharan Africa;Low income;2010;56,86;4,8;2500;3,43;2,55;4,77;2;28,49
Senegal;SEN;Sub-Saharan Africa;Lower middle income;2012;65,45;11,9;7450;4,27;4,78;9,44;3,5;18,97
Switzerland;CHE;Europe & Central Asia;High income;2015;82,9;2,5;39090;11,01;4,94;4,8;3;99,63
Papua New Guinea;PNG;East Asia & Pacific;Lower middle income;2017;64,01;23,1;7610;2,23;1,96;2,51;3;28,49
Senegal;SEN;Sub-Saharan Africa;Lower middle income;2009;63,61;11;6670;3,84;4,92;10,21;3;17,04
