Country Name;Country Code;Region;IncomeGroup;Year;Life Expectancy World Bank;Prevelance of Undernourishment;CO2;Health Expenditure %;Education Expenditure %;Unemployment;Corruption;Sanitation;Injuries;Communicable;NonCommunicable
Lithuania;LTU;Europe & Central Asia;High income;2012;73,86;2,50;11930,00;6,28;4,76;13,36;3,00;86,85;186601,48;53153,65;1001779,67
Jordan;JOR;Middle East & North Africa;Upper middle income;2011;73,58;6,10;20760,00;8,15;3,40;12,90;3,00;79,78;144564,32;262499,37;1002280,94
Lithuania;LTU;Europe & Central Asia;High income;2013;73,91;2,50;11330,00;6,13;4,60;11,77;3,00;88,19;181245,50;52613,52;1003935,84
Lebanon;LBN;Middle East & North Africa;Lower middle income;2012;78,61;4,60;23470,00;7,00;2,15;7,85;3,00;13,64;106727,64;138241,62;1005150,52
Bosnia and Herzegovina;BIH;Europe & Central Asia;Upper middle income;2002;74,80;3,00;14560,00;7,13;3,78;27,55;3,00;18,25;137892,12;74759,64;1005344,57
Bosnia and Herzegovina;BIH;Europe & Central Asia;Upper middle income;2009;75,84;2,50;20590,00;9,02;3,78;24,07;3,00;22,59;124169,78;57108,84;1005457,78
Libya;LBY;Middle East & North Africa;Upper middle income;2011;71,96;4,80;41950,00;6,05;3,78;19,39;3,00;22,64;659171,57;154299,43;1007244,64
Paraguay;PRY;Latin America & Caribbean;Upper middle income;2011;72,86;7,20;5220,00;5,83;3,78;4,67;3,00;53,50;209504,19;305293,33;1007985,99
Turkmenistan;TKM;Europe & Central Asia;Upper middle income;2005;65,02;4,20;50590,00;9,56;3,78;7,50;3,00;28,49;170335,21;456272,07;1008326,37
Turkmenistan;TKM;Europe & Central Asia;Upper middle income;2011;66,93;4,30;65450,00;4,90;3,78;4,09;3,00;28,49;139354,25;384934,83;1008862,69
Bosnia and Herzegovina;BIH;Europe & Central Asia;Upper middle income;2008;75,67;2,50;20760,00;9,69;3,78;23,41;3,00;22,00;128551,80;59171,52;1009270,14
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2005;70,12;9,10;6840,00;8,44;3,18;7,22;3,00;28,49;396304,86;309801,09;1009604,30
Bosnia and Herzegovina;BIH;Europe & Central Asia;Upper middle income;2004;75,07;2,50;15570,00;9,06;3,78;29,37;3,00;19,53;133741,59;66680,33;1009985,90
Bosnia and Herzegovina;BIH;Europe & Central Asia;Upper middle income;2015;76,87;2,50;19620,00;9,35;3,78;27,69;3,00;35,32;112259,51;49863,89;1010470,49
Bosnia and Herzegovina;BIH;Europe & Central Asia;Upper middle income;2003;74,94;2,60;14870,00;8,03;3,78;28,36;3,00;18,89;135644,98;70040,40;1010845,30
Togo;TGO;Sub-Saharan Africa;Low income;2012;58,66;19,40;2240,00;4,81;4,72;2,03;2,50;7,74;230228,19;2624143,03;1011255,29
Lithuania;LTU;Europe & Central Asia;High income;2011;73,56;2,50;11850,00;6,49;5,11;15,39;3,00;85,52;193389,14;55391,55;1013686,40
New Zealand;NZL;East Asia & Pacific;High income;2019;81,71;2,50;34010,00;9,74;3,78;4,11;3,00;81,37;155869,70;44909,12;1014994,88
Ireland;IRL;Europe & Central Asia;High income;2017;82,16;2,50;37780,00;7,06;3,51;6,71;3,00;82,45;88856,95;47891,10;1015679,28
Bosnia and Herzegovina;BIH;Europe & Central Asia;Upper middle income;2006;75,34;2,50;17910,00;9,17;3,78;31,11;3,00;20,78;131967,51;63135,14;1020349,39
Nicaragua;NIC;Latin America & Caribbean;Lower middle income;2016;73,86;18,00;5380,00;8,05;4,08;3,90;2,50;28,49;170570,28;234076,90;1020565,54
Turkmenistan;TKM;Europe & Central Asia;Upper middle income;2006;65,35;4,00;51920,00;8,41;3,78;6,61;3,00;28,49;164675,00;442739,57;1022445,70
Turkmenistan;TKM;Europe & Central Asia;Upper middle income;2008;66,03;4,00;59280,00;5,91;3,78;4,95;3,00;28,49;155188,90;423974,84;1024487,92
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2006;70,33;9,40;7240,00;7,92;3,49;6,57;3,00;28,49;389873,14;296575,60;1025903,11
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2008;70,76;9,90;6910,00;7,66;4,46;5,88;3,00;28,49;371941,13;273764,27;1025954,67
Togo;TGO;Sub-Saharan Africa;Low income;2013;59,16;19,40;1750,00;4,94;4,42;2,09;2,50;7,93;229444,19;2568922,36;1026225,01
Paraguay;PRY;Latin America & Caribbean;Upper middle income;2012;73,07;7,20;5180,00;6,53;3,78;4,09;3,00;54,30;209894,88;297126,03;1026846,54
Libya;LBY;Middle East & North Africa;Upper middle income;2012;71,90;4,80;57630,00;5,20;3,78;19,03;3,00;22,44;247739,28;148180,26;1027020,87
Lithuania;LTU;Europe & Central Asia;High income;2010;73,27;2,50;12600,00;6,81;5,30;17,81;3,00;84,23;206468,99;57932,45;1027700,97
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2007;70,54;9,70;7630,00;7,64;3,61;6,41;3,00;28,49;381343,63;283731,58;1028513,49
Turkmenistan;TKM;Europe & Central Asia;Upper middle income;2007;65,70;3,90;58480,00;5,29;3,78;5,76;3,00;28,49;160259,82;433250,12;1029000,76
Bosnia and Herzegovina;BIH;Europe & Central Asia;Upper middle income;2005;75,20;2,50;16230,00;9,05;3,78;30,41;3,00;20,16;134599,18;64746,86;1029482,83
Honduras;HND;Latin America & Caribbean;Lower middle income;2001;70,98;21,90;5800,00;5,93;3,78;4,00;3,00;40,75;350162,39;617053,80;1031647,06
Ireland;IRL;Europe & Central Asia;High income;2018;82,20;2,50;37660,00;6,86;3,39;5,74;3,00;82,66;90089,29;48311,03;1031834,07
Lithuania;LTU;Europe & Central Asia;High income;2009;72,91;2,50;11690,00;7,37;5,59;13,79;3,00;83,77;213961,15;60097,55;1032267,73
Turkmenistan;TKM;Europe & Central Asia;Upper middle income;2012;67,17;4,30;69010,00;4,78;3,05;4,09;3,00;28,49;137043,46;371187,63;1032618,68
Nicaragua;NIC;Latin America & Caribbean;Lower middle income;2017;74,07;17,20;5480,00;8,34;4,36;3,30;2,50;28,49;167770,37;226754,35;1034566,37
United Arab Emirates;ARE;Middle East & North Africa;High income;2009;76,15;8,00;157020,00;4,05;3,78;2,68;3,00;79,69;358480,76;111188,91;1039224,78
Lithuania;LTU;Europe & Central Asia;High income;2002;71,76;2,50;11220,00;6,14;5,80;13,01;3,00;80,45;268458,64;65595,38;1040200,22
Lebanon;LBN;Middle East & North Africa;Lower middle income;2013;78,68;5,00;23240,00;7,06;2,43;8,31;3,00;14,07;118773,30;140902,02;1041634,71
Lithuania;LTU;Europe & Central Asia;High income;2001;71,66;2,50;11150,00;6,01;5,85;16,84;3,00;79,99;281788,15;65951,41;1045815,65
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2010;71,21;10,50;6540,00;8,24;4,05;4,89;3,00;28,49;362567,71;259492,56;1046264,66
Sierra Leone;SLE;Sub-Saharan Africa;Low income;2004;43,47;48,80;530,00;10,96;3,11;3,42;3,00;9,81;245496,96;4222083,96;1046659,20
Ireland;IRL;Europe & Central Asia;High income;2019;82,70;2,50;35750,00;6,68;3,78;4,95;3,00;82,78;90416,72;48853,61;1047086,68
Lithuania;LTU;Europe & Central Asia;High income;2003;72,06;2,50;11230,00;6,19;5,11;12,87;3,00;80,90;263355,26;65862,12;1047691,08
Bosnia and Herzegovina;BIH;Europe & Central Asia;Upper middle income;2007;75,50;2,50;18890,00;9,53;3,78;28,98;3,00;21,39;133580,47;61726,83;1048644,78
Lithuania;LTU;Europe & Central Asia;High income;2004;71,96;2,50;11910,00;5,51;5,17;10,68;3,00;81,36;258109,96;67047,75;1052291,19
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2012;71,69;10,70;6770,00;7,54;3,71;3,84;3,00;28,49;518643,63;249327,78;1052337,24
South Sudan;SSD;Sub-Saharan Africa;Low income;2001;49,59;4,80;530,00;5,20;3,78;12,07;3,00;28,49;321245,76;4801855,46;1053775,96
Togo;TGO;Sub-Saharan Africa;Low income;2014;59,58;20,20;1590,00;5,08;4,78;2,14;2,50;8,13;238396,33;2488549,27;1054239,77
Nicaragua;NIC;Latin America & Caribbean;Lower middle income;2018;74,28;17,40;5110,00;8,59;4,47;5,20;2,50;28,49;167701,16;217888,81;1054770,11
Libya;LBY;Middle East & North Africa;Upper middle income;2013;71,91;4,80;58610,00;5,20;3,78;19,45;3,00;22,24;233248,67;145147,99;1055736,65
Paraguay;PRY;Latin America & Caribbean;Upper middle income;2013;73,27;7,40;5300,00;6,05;4,81;4,38;3,00;55,08;212798,59;294162,55;1059786,33
Lebanon;LBN;Middle East & North Africa;Lower middle income;2014;78,73;5,50;25150,00;7,52;2,00;8,81;3,00;14,49;129613,52;139167,66;1061250,12
Honduras;HND;Latin America & Caribbean;Lower middle income;2002;71,25;21,20;6090,00;6,24;3,78;4,02;3,00;41,42;353287,64;594411,01;1061562,72
South Sudan;SSD;Sub-Saharan Africa;Low income;2002;50,05;4,80;670,00;5,20;3,78;12,08;3,00;28,49;319232,50;4817154,50;1063299,31
Jordan;JOR;Middle East & North Africa;Upper middle income;2012;73,72;6,30;24120,00;7,82;3,50;12,20;3,00;80,24;152392,29;268844,84;1063737,72
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2009;70,98;10,20;6680,00;8,40;4,66;7,33;3,00;28,49;397834,60;273836,67;1064475,52
Tajikistan;TJK;Europe & Central Asia;Lower middle income;2001;62,81;4,80;2150,00;4,58;2,38;14,77;3,00;28,49;250407,96;1135771,66;1064910,53
Turkmenistan;TKM;Europe & Central Asia;Upper middle income;2013;67,38;3,90;70220,00;5,15;3,78;4,11;3,00;28,49;135003,95;362325,05;1065909,74
Paraguay;PRY;Latin America & Caribbean;Upper middle income;2014;73,47;7,10;5630,00;6,64;4,79;5,03;3,00;55,86;212907,49;286334,00;1073104,20
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2011;71,45;10,70;6780,00;8,14;3,90;4,30;3,00;28,49;362842,74;255827,64;1073670,73
Lebanon;LBN;Middle East & North Africa;Lower middle income;2015;78,77;5,90;27010,00;7,41;2,10;9,32;3,00;14,91;127414,72;134657,91;1074402,70
Nicaragua;NIC;Latin America & Caribbean;Lower middle income;2019;74,49;17,50;5240,00;8,40;4,60;5,21;2,50;28,49;165692,00;212833,85;1074763,30
Sierra Leone;SLE;Sub-Saharan Africa;Low income;2005;44,50;46,70;450,00;11,04;2,80;3,55;2,50;10,07;253447,10;4215134,36;1081435,51
Togo;TGO;Sub-Saharan Africa;Low income;2015;59,93;20,50;1830,00;4,96;5,11;2,20;2,50;8,32;236202,63;2405029,12;1081590,89
Tajikistan;TJK;Europe & Central Asia;Lower middle income;2002;63,65;4,80;2130,00;4,44;2,78;14,41;3,00;28,49;240171,10;1077391,36;1084026,31
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2013;71,94;10,70;6460,00;7,72;3,80;3,69;3,00;28,49;508822,73;249666,99;1084776,65
South Sudan;SSD;Sub-Saharan Africa;Low income;2003;50,55;4,80;750,00;5,20;3,78;12,09;3,00;28,49;324035,01;4825616,26;1085595,33
Lebanon;LBN;Middle East & North Africa;Lower middle income;2016;78,80;6,20;27810,00;7,91;2,12;9,78;3,00;15,33;126606,00;130498,96;1086974,89
Burundi;BDI;Sub-Saharan Africa;Low income;2001;49,93;4,80;200,00;6,40;2,90;1,59;3,00;28,49;1285727,05;5085323,13;1088354,56
Libya;LBY;Middle East & North Africa;Upper middle income;2014;71,98;4,80;58000,00;5,20;3,78;19,46;3,00;22,04;541652,35;144215,31;1089480,44
Norway;NOR;Europe & Central Asia;High income;2005;80,04;2,50;36350,00;8,33;6,87;4,38;3,00;60,24;121928,42;58752,71;1093892,90
Turkmenistan;TKM;Europe & Central Asia;Upper middle income;2014;67,55;3,60;71400,00;5,50;3,78;4,14;3,00;28,49;132635,68;350599,16;1094926,22
Honduras;HND;Latin America & Caribbean;Lower middle income;2003;71,51;21,70;6730,00;6,89;3,78;5,30;3,00;42,07;364135,94;577433,02;1095704,30
United Arab Emirates;ARE;Middle East & North Africa;High income;2010;76,33;8,40;162789,99;3,88;3,78;2,48;3,00;81,71;367868,72;114073,05;1096321,03
Norway;NOR;Europe & Central Asia;High income;2006;80,34;2,50;37200,00;7,91;6,38;3,40;3,00;60,57;121328,03;58367,73;1097042,69
Paraguay;PRY;Latin America & Caribbean;Upper middle income;2015;73,66;7,40;6370,00;6,70;3,34;4,56;3,00;56,63;217588,39;270531,73;1097479,41
Lithuania;LTU;Europe & Central Asia;High income;2005;71,25;2,50;12830,00;5,65;4,88;8,32;3,00;81,83;267015,64;68681,84;1097718,22
Lebanon;LBN;Middle East & North Africa;Lower middle income;2017;78,83;6,80;29320,00;7,79;2,13;10,27;3,00;15,75;130554,77;126819,57;1099126,37
Norway;NOR;Europe & Central Asia;High income;2004;79,84;2,50;37340,00;8,82;7,30;4,26;3,00;59,90;123056,69;58296,22;1100387,46
Tajikistan;TJK;Europe & Central Asia;Lower middle income;2003;64,50;4,80;2180,00;4,70;2,42;14,02;3,00;28,49;228674,67;1024284,57;1102951,18
Sierra Leone;SLE;Sub-Saharan Africa;Low income;2006;45,52;43,70;590,00;10,39;3,78;3,67;2,50;10,33;257917,45;4187974,75;1104926,08
Norway;NOR;Europe & Central Asia;High income;2007;80,40;2,50;37750,00;8,05;6,53;2,49;3,00;60,91;120550,45;58426,57;1105408,80
Lithuania;LTU;Europe & Central Asia;High income;2008;71,81;2,50;13060,00;6,29;4,84;5,83;3,00;83,30;244970,86;66936,90;1106978,10
Norway;NOR;Europe & Central Asia;High income;2008;80,59;2,50;36870,00;7,96;6,29;2,55;3,00;61,25;121564,44;58426,98;1109330,12
Norway;NOR;Europe & Central Asia;High income;2003;79,39;2,50;37170,00;9,21;7,42;4,22;3,00;59,56;124390,75;59921,10;1110136,11
Lebanon;LBN;Middle East & North Africa;Lower middle income;2018;78,88;7,10;27790,00;8,67;2,52;10,80;3,00;16,18;160983,37;123396,31;1110483,26
Burundi;BDI;Sub-Saharan Africa;Low income;2002;50,81;4,80;210,00;6,47;3,00;1,59;3,00;28,49;1282394,72;4951643,91;1112144,03
Norway;NOR;Europe & Central Asia;High income;2009;80,80;2,50;37430,00;9,07;7,10;3,10;3,00;61,59;122448,11;58994,17;1113214,47
South Sudan;SSD;Sub-Saharan Africa;Low income;2004;51,10;4,80;950,00;5,20;3,78;12,12;3,00;28,49;276631,07;4831268,14;1113671,87
Turkmenistan;TKM;Europe & Central Asia;Upper middle income;2015;67,70;3,40;73400,00;6,30;3,78;4,14;3,00;28,49;131258,16;339430,54;1113760,29
Papua New Guinea;PNG;East Asia & Pacific;Lower middle income;2001;59,49;26,30;3390,00;2,30;3,78;2,80;3,00;28,49;259963,78;1514582,61;1114225,21
Togo;TGO;Sub-Saharan Africa;Low income;2016;60,22;21,20;2300,00;5,35;3,69;2,97;2,50;8,52;241851,57;2294813,98;1114774,54
Norway;NOR;Europe & Central Asia;High income;2010;81,00;2,50;41410,00;8,91;6,75;3,52;3,00;61,93;122551,48;57923,99;1115943,63
Lebanon;LBN;Middle East & North Africa;Lower middle income;2019;78,93;9,00;27950,00;8,65;2,59;11,35;3,00;16,53;109396,75;121494,22;1120166,57
Moldova;MDA;Europe & Central Asia;Upper middle income;2019;71,90;4,80;8860,00;6,38;6,10;5,10;2,50;28,49;145912,84;99599,43;1120227,64
Libya;LBY;Middle East & North Africa;Upper middle income;2015;72,12;4,80;51330,00;5,20;3,78;19,53;3,00;21,84;489227,67;143638,85;1121526,90
Lithuania;LTU;Europe & Central Asia;High income;2006;71,06;2,50;13020,00;5,84;4,83;5,78;3,00;82,32;266425,50;69748,64;1122057,90
Norway;NOR;Europe & Central Asia;High income;2014;82,10;2,50;39110,00;9,34;7,70;3,48;3,00;63,31;121011,77;57783,78;1123550,65
Norway;NOR;Europe & Central Asia;High income;2015;82,30;2,50;39490,00;10,13;7,57;4,30;3,00;63,65;119943,65;57806,70;1124877,15
Norway;NOR;Europe & Central Asia;High income;2002;78,99;2,50;34370,00;9,00;7,44;4,02;3,00;59,23;125941,31;60959,99;1125052,67
Honduras;HND;Latin America & Caribbean;Lower middle income;2004;71,77;22,20;7560,00;6,85;3,78;5,99;3,00;42,70;364624,17;559243,47;1125383,33
Turkmenistan;TKM;Europe & Central Asia;Upper middle income;2016;67,84;3,40;73340,00;6,62;3,78;4,17;3,00;28,49;131708,38;325280,34;1125919,92
Sierra Leone;SLE;Sub-Saharan Africa;Low income;2007;46,52;41,70;500,00;10,04;2,56;3,79;2,50;10,60;272984,03;4128718,05;1126324,99
Sierra Leone;SLE;Sub-Saharan Africa;Low income;2008;47,51;40,30;520,00;9,87;2,41;3,92;2,50;10,86;257011,40;4095875,88;1126564,54
Norway;NOR;Europe & Central Asia;High income;2012;81,45;2,50;38490,00;8,78;7,37;3,12;3,00;62,62;121060,55;58589,07;1126723,59
Jordan;JOR;Middle East & North Africa;Upper middle income;2013;73,85;6,00;23800,00;7,17;3,50;12,60;3,00;80,66;160124,84;275120,90;1127227,31
Norway;NOR;Europe & Central Asia;High income;2011;81,30;2,50;39600,00;8,79;6,45;3,21;3,00;62,28;128326,17;58358,76;1127269,46
Norway;NOR;Europe & Central Asia;High income;2001;78,79;2,50;34720,00;8,02;6,83;3,74;3,00;58,89;126946,72;61441,66;1128969,34
Norway;NOR;Europe & Central Asia;High income;2013;81,75;2,50;39500,00;8,93;7,49;3,42;3,00;62,96;121933,63;58052,04;1129481,24
Moldova;MDA;Europe & Central Asia;Upper middle income;2018;71,81;4,80;8540,00;6,59;5,44;4,11;2,50;28,49;146864,99;102431,38;1130224,35
Tajikistan;TJK;Europe & Central Asia;Lower middle income;2004;65,31;4,80;2600,00;4,80;2,77;13,61;3,00;28,49;226589,53;976438,44;1131924,14
Norway;NOR;Europe & Central Asia;High income;2016;82,41;2,50;38760,00;10,59;8,03;4,68;3,00;64,00;122117,24;58276,06;1135893,58
Turkmenistan;TKM;Europe & Central Asia;Upper middle income;2017;67,96;3,50;73120,00;6,94;3,78;4,20;3,00;28,49;131525,95;312155,42;1137604,00
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2014;72,18;10,80;6590,00;7,68;3,82;4,15;3,00;28,49;534253,54;246858,53;1137641,21
Norway;NOR;Europe & Central Asia;High income;2017;82,61;2,50;37720,00;10,32;7,91;4,16;3,00;64,34;122981,13;58362,57;1138352,82
Burundi;BDI;Sub-Saharan Africa;Low income;2003;51,69;4,80;160,00;6,31;3,78;1,61;3,00;28,49;1326782,21;4813087,43;1138804,92
Moldova;MDA;Europe & Central Asia;Upper middle income;2017;71,72;4,80;8060,00;7,01;5,62;4,10;2,50;28,49;149506,50;106426,60;1139638,64
Paraguay;PRY;Latin America & Caribbean;Upper middle income;2016;73,84;7,70;7180,00;6,68;3,78;5,25;3,00;57,38;226507,88;266370,69;1141936,38
Sierra Leone;SLE;Sub-Saharan Africa;Low income;2009;48,47;34,90;520,00;11,10;2,78;4,05;3,00;11,12;273162,17;4016372,81;1142794,92
Lithuania;LTU;Europe & Central Asia;High income;2007;70,90;2,50;13210,00;5,76;4,60;4,25;3,00;82,81;267123,49;71090,96;1144571,25
South Sudan;SSD;Sub-Saharan Africa;Low income;2005;51,69;4,80;910,00;5,20;3,78;12,11;3,00;28,49;278087,18;4830779,77;1146749,74
Togo;TGO;Sub-Saharan Africa;Low income;2017;60,49;21,00;2070,00;6,49;3,76;3,74;3,00;8,71;247347,61;2173030,66;1146840,78
United Arab Emirates;ARE;Middle East & North Africa;High income;2011;76,52;8,80;165600,01;3,67;3,78;2,30;3,00;83,74;372530,97;115961,29;1150518,74
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2015;72,41;10,60;7000,00;7,63;3,91;4,00;3,00;28,49;559110,27;239721,91;1151284,62
Honduras;HND;Latin America & Caribbean;Lower middle income;2005;72,03;22,30;6970,00;7,50;3,78;4,91;3,00;43,25;365610,91;547094,01;1156325,62
Libya;LBY;Middle East & North Africa;Upper middle income;2016;72,31;4,80;50950,00;5,20;3,78;19,53;3,00;21,62;527629,50;143490,18;1156446,48
Turkmenistan;TKM;Europe & Central Asia;Upper middle income;2018;68,07;3,50;73050,00;6,61;3,78;4,23;3,00;28,49;131320,34;299501,56;1156587,36
Papua New Guinea;PNG;East Asia & Pacific;Lower middle income;2002;59,72;27,00;3610,00;2,78;3,78;2,73;3,00;28,49;266901,29;1580296,22;1157331,69
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2016;72,64;9,90;7170,00;7,71;3,83;4,42;3,00;28,49;362868,88;232717,39;1157377,98
Norway;NOR;Europe & Central Asia;High income;2018;82,76;2,50;37590,00;10,02;7,64;3,80;3,00;64,69;124351,27;58617,12;1159501,99
Paraguay;PRY;Latin America & Caribbean;Upper middle income;2017;73,99;7,80;8060,00;6,61;3,09;4,61;3,00;58,13;228167,89;263073,84;1164671,83
Moldova;MDA;Europe & Central Asia;Upper middle income;2013;70,97;4,80;7180,00;8,68;5,91;5,10;3,50;28,49;171618,40;119307,41;1164932,19
Togo;TGO;Sub-Saharan Africa;Low income;2018;60,76;20,70;2310,00;6,09;4,04;3,73;3,00;8,91;245884,96;2072528,42;1165497,78
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2017;72,87;9,20;6380,00;7,21;3,73;4,39;3,00;28,49;360505,81;224784,40;1166204,07
Burundi;BDI;Sub-Saharan Africa;Low income;2004;52,55;4,80;150,00;7,70;3,74;1,60;3,00;28,49;1295239,26;4682640,18;1170709,02
Turkmenistan;TKM;Europe & Central Asia;Upper middle income;2019;68,19;3,50;72870,00;6,57;3,12;4,27;3,00;28,49;130922,50;287422,31;1171525,14
Tajikistan;TJK;Europe & Central Asia;Lower middle income;2005;66,08;4,80;2470,00;5,21;3,51;13,13;2,00;28,49;225925,88;943006,31;1171673,56
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2018;73,10;8,40;6810,00;7,09;3,61;4,01;3,00;28,49;360323,11;216761,53;1177931,02
Sierra Leone;SLE;Sub-Saharan Africa;Low income;2010;49,38;29,10;560,00;10,94;2,59;4,17;3,00;11,39;267320,00;3911711,83;1178263,76
Benin;BEN;Sub-Saharan Africa;Lower middle income;2001;55,67;17,20;1740,00;3,25;2,37;0,77;3,00;28,49;285885,20;4179251,50;1180016,78
Norway;NOR;Europe & Central Asia;High income;2019;82,96;2,50;35950,00;10,52;3,78;3,69;3,00;65,04;125234,37;59204,16;1182175,35
South Sudan;SSD;Sub-Saharan Africa;Low income;2006;52,32;4,80;1000,00;5,20;3,78;12,11;3,00;28,49;334493,28;4915625,16;1183631,29
Paraguay;PRY;Latin America & Caribbean;Upper middle income;2018;74,13;7,80;8470,00;6,72;3,28;6,22;3,00;58,82;230371,04;255647,45;1187773,96
Honduras;HND;Latin America & Caribbean;Lower middle income;2006;72,29;21,80;7970,00;7,86;3,78;3,57;3,00;43,78;371936,18;538464,41;1188591,99
Togo;TGO;Sub-Saharan Africa;Low income;2019;61,04;20,10;2370,00;5,73;4,07;3,72;3,00;9,10;246081,26;1992666,23;1190315,76
Libya;LBY;Middle East & North Africa;Upper middle income;2017;72,52;4,80;55160,00;5,20;3,78;19,37;3,00;21,62;345469,25;143368,13;1191291,85
Moldova;MDA;Europe & Central Asia;Upper middle income;2012;70,58;4,80;8140,00;9,14;6,98;5,58;3,50;28,49;182086,81;124282,47;1191533,53
Israel;ISR;Middle East & North Africa;High income;2001;79,41;2,50;57950,00;7,21;6,37;11,81;3,00;80,57;176917,39;93001,57;1193383,71
Moldova;MDA;Europe & Central Asia;Upper middle income;2016;71,62;4,80;8140,00;7,54;5,61;4,02;2,50;28,49;162985,92;112981,03;1194280,90
El Salvador;SLV;Latin America & Caribbean;Lower middle income;2019;73,32;8,30;7800,00;7,17;3,39;4,17;3,00;28,49;351337,99;210118,91;1195102,98
Moldova;MDA;Europe & Central Asia;Upper middle income;2011;70,12;4,80;8340,00;9,10;7,14;6,68;3,50;28,49;185370,38;128783,84;1195110,48
Moldova;MDA;Europe & Central Asia;Upper middle income;2014;71,27;4,80;7710,00;8,63;6,27;3,73;3,00;28,49;172459,69;119823,13;1197767,68
Papua New Guinea;PNG;East Asia & Pacific;Lower middle income;2003;59,97;27,70;4080,00;2,45;3,78;2,62;3,00;28,49;268894,03;1645830,36;1197912,30
Jordan;JOR;Middle East & North Africa;Upper middle income;2014;73,97;6,00;25550,00;7,21;3,80;11,90;3,00;81,06;166933,09;284562,99;1198207,85
Sierra Leone;SLE;Sub-Saharan Africa;Low income;2011;50,23;24,40;740,00;13,28;2,67;4,29;3,00;11,65;269043,49;3819282,92;1202219,09
Burundi;BDI;Sub-Saharan Africa;Low income;2005;53,37;4,80;150,00;8,42;3,63;1,62;3,00;28,49;1328158,40;4558703,58;1203308,99
Tajikistan;TJK;Europe & Central Asia;Lower middle income;2006;66,77;4,80;2690,00;5,03;3,40;12,74;2,00;28,49;226210,42;923301,96;1203896,31
United Arab Emirates;ARE;Middle East & North Africa;High income;2012;76,71;7,90;175590,00;3,43;3,78;2,18;3,00;85,76;375908,59;117610,75;1205051,19
Israel;ISR;Middle East & North Africa;High income;2002;79,45;2,50;61080,00;7,13;6,47;12,89;3,00;81,33;221043,13;94409,17;1212610,56
Paraguay;PRY;Latin America & Caribbean;Upper middle income;2019;74,25;8,20;8210,00;7,17;3,47;6,59;3,00;59,52;234162,59;250406,84;1214116,13
South Sudan;SSD;Sub-Saharan Africa;Low income;2007;52,96;4,80;1170,00;5,20;3,78;12,11;3,00;28,49;322559,43;4882216,04;1216324,82
Honduras;HND;Latin America & Caribbean;Lower middle income;2007;72,54;21,00;8540,00;8,08;3,78;3,21;3,00;44,29;383204,47;529827,94;1221027,87
Georgia;GEO;Europe & Central Asia;Upper middle income;2019;73,77;7,80;10110,00;6,66;3,81;11,57;3,00;34,72;134035,90;92210,47;1222059,41
Benin;BEN;Sub-Saharan Africa;Lower middle income;2002;56,03;15,50;2180,00;3,04;2,16;0,69;3,00;28,49;298954,20;4186075,43;1223108,08
Moldova;MDA;Europe & Central Asia;Upper middle income;2015;71,48;4,80;8020,00;8,56;5,81;4,70;2,50;28,49;170275,50;118837,27;1223332,64
Burundi;BDI;Sub-Saharan Africa;Low income;2006;54,16;4,80;180,00;9,94;3,78;1,61;2,50;28,49;472565,17;4430980,04;1225087,97
Israel;ISR;Middle East & North Africa;High income;2003;79,65;2,50;62930,00;7,07;6,35;13,51;3,00;82,09;183939,46;94391,32;1225317,92
Libya;LBY;Middle East & North Africa;Upper middle income;2018;72,72;4,80;56620,00;5,20;3,78;19,45;3,00;21,62;339636,81;141039,95;1225976,99
Sierra Leone;SLE;Sub-Saharan Africa;Low income;2012;51,02;24,30;860,00;10,59;2,87;4,40;3,00;11,92;271775,55;3717277,13;1228975,45
Georgia;GEO;Europe & Central Asia;Upper middle income;2015;72,97;8,10;9200,00;7,42;3,16;16,51;3,00;37,23;144207,18;109314,53;1229672,49
Georgia;GEO;Europe & Central Asia;Upper middle income;2018;73,60;7,80;9570,00;7,11;3,52;12,67;3,00;35,02;136647,96;96439,12;1231871,19
Israel;ISR;Middle East & North Africa;High income;2004;80,15;2,50;63160,00;7,01;5,94;13,03;3,00;82,85;180914,47;91959,73;1233136,51
Georgia;GEO;Europe & Central Asia;Upper middle income;2014;72,71;7,90;8470,00;7,90;3,00;17,44;3,00;37,96;145545,51;113435,75;1237641,98
Georgia;GEO;Europe & Central Asia;Upper middle income;2017;73,41;8,10;9730,00;7,06;3,57;13,94;3,00;35,76;139649,84;100745,06;1240195,35
Tajikistan;TJK;Europe & Central Asia;Lower middle income;2007;67,38;4,80;3270,00;5,54;3,41;12,37;2,00;28,49;226227,42;898324,21;1241762,55
